event_type,timestamp,job_id,job_planned_duration,job_remaining_duration,job_type,machine_id,machine_name,operator_id,operator_name,parts_made
machine_work_started,0,,,,,0,Machine 0,,,0
machine_work_started,0,,,,,1,Machine 1,,,0
machine_work_started,0,,,,,2,Machine 2,,,0
machine_work_started,0,,,,,3,Machine 3,,,0
machine_work_started,0,,,,,4,Machine 4,,,0
on_machine_broken,1.8529153634886415,,,,,,,,,
job_added_to_store,1.8529153634886415,0,14.569394676401023,14.569394676401023,JobType.ELECTRICAL_MAINTENANCE,0,,,,
job_started,1.8529153634886415,0,,,JobType.ELECTRICAL_MAINTENANCE,0,,0,Operator 0,
machine_part_completed,7.809343230999531,,,,,3,Machine 3,,,1
machine_part_completed,8.552515345242425,,,,,1,Machine 1,,,1
machine_part_completed,10.257309835726906,,,,,4,Machine 4,,,1
machine_part_completed,10.44642702201396,,,,,2,Machine 2,,,1
machine_part_completed,14.118844205274524,,,,,1,Machine 1,,,2
on_machine_broken,14.19319519682019,,,,,,,,,
job_added_to_store,14.19319519682019,1,38.836492407207245,38.836492407207245,JobType.ELECTRICAL_MAINTENANCE,1,,,,
machine_part_completed,16.098194737838625,,,,,4,Machine 4,,,2
machine_part_completed,16.422310039889698,,,,,0,Machine 0,,,1
job_started,16.422310039889698,1,,,JobType.ELECTRICAL_MAINTENANCE,1,,0,Operator 0,
machine_part_completed,19.451849258251606,,,,,3,Machine 3,,,2
machine_part_completed,21.72685371796652,,,,,2,Machine 2,,,2
machine_part_completed,22.639701420738113,,,,,4,Machine 4,,,3
machine_part_completed,26.332522097860043,,,,,0,Machine 0,,,2
machine_part_completed,31.27759958419604,,,,,3,Machine 3,,,3
machine_part_completed,31.582435999622227,,,,,0,Machine 0,,,3
machine_part_completed,33.03486045855838,,,,,2,Machine 2,,,3
machine_part_completed,35.61232093782875,,,,,4,Machine 4,,,4
on_machine_broken,37.955510578142466,,,,,,,,,
job_added_to_store,37.955510578142466,2,10.09313270327958,10.09313270327958,JobType.MECHANICAL_MAINTENANCE,4,,,,
machine_part_completed,38.549222713044884,,,,,0,Machine 0,,,4
machine_part_completed,41.368193935197134,,,,,3,Machine 3,,,4
machine_part_completed,43.0155410334742,,,,,2,Machine 2,,,4
machine_part_completed,45.789935335963214,,,,,0,Machine 0,,,5
on_machine_broken,50.23222084599766,,,,,,,,,
job_added_to_store,50.23222084599766,3,10.190694535833716,10.190694535833716,JobType.MECHANICAL_MAINTENANCE,0,,,,
machine_part_completed,51.51256829467592,,,,,3,Machine 3,,,5
machine_part_completed,51.78062279986938,,,,,2,Machine 2,,,5
on_machine_broken,52.59109371256922,,,,,,,,,
job_added_to_store,52.59109371256922,4,12.23645579822203,12.23645579822203,JobType.MECHANICAL_MAINTENANCE,3,,,,
machine_part_completed,55.258802447093906,,,,,1,Machine 1,,,3
job_started,55.258802447093906,2,,,JobType.MECHANICAL_MAINTENANCE,4,,0,Operator 0,
on_machine_broken,60.37743961605378,,,,,,,,,
job_added_to_store,60.37743961605378,5,4.8902133043544245,4.8902133043544245,JobType.SOFTWARE_UPDATE,2,,,,
machine_part_completed,65.3519351503726,,,,,4,Machine 4,,,5
job_started,65.3519351503726,3,,,JobType.MECHANICAL_MAINTENANCE,0,,0,Operator 0,
machine_part_completed,67.97624743878002,,,,,1,Machine 1,,,4
on_machine_broken,69.38794198649234,,,,,,,,,
job_added_to_store,69.38794198649234,6,8.349773276213504,8.349773276213504,JobType.MECHANICAL_MAINTENANCE,1,,,,
machine_part_completed,75.5426296862117,,,,,0,Machine 0,,,6
job_started,75.5426296862117,6,,,JobType.MECHANICAL_MAINTENANCE,1,,0,Operator 0,
machine_part_completed,75.83732762804047,,,,,4,Machine 4,,,6
on_machine_broken,83.00842147375678,,,,,,,,,
job_added_to_store,83.00842147375678,7,7.624496990526264,7.624496990526264,JobType.MECHANICAL_MAINTENANCE,4,,,,
machine_part_completed,83.8924029624296,,,,,1,Machine 1,,,5
job_started,83.8924029624296,7,,,JobType.MECHANICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,88.36505733146544,,,,,0,Machine 0,,,7
machine_part_completed,91.51689995295988,,,,,4,Machine 4,,,7
job_started,91.51689995295988,4,,,JobType.MECHANICAL_MAINTENANCE,3,,0,Operator 0,
on_machine_broken,95.07175505125825,,,,,,,,,
job_added_to_store,95.07175505125825,8,5.54222464903933,5.54222464903933,JobType.SOFTWARE_UPDATE,1,,,,
machine_part_completed,96.60067639063334,,,,,0,Machine 0,,,8
on_machine_broken,99.54655807276315,,,,,,,,,
job_added_to_store,99.54655807276315,9,9.63122342366507,9.63122342366507,JobType.MECHANICAL_MAINTENANCE,4,,,,
on_machine_broken,100.04643328774121,,,,,,,,,
job_added_to_store,100.04643328774121,10,5.215185669810387,5.215185669810387,JobType.SOFTWARE_UPDATE,0,,,,
machine_part_completed,103.75335575118838,,,,,3,Machine 3,,,6
job_started,103.75335575118838,9,,,JobType.MECHANICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,112.5029013494191,,,,,3,Machine 3,,,7
machine_part_completed,113.38457917485854,,,,,4,Machine 4,,,8
job_started,113.38457917485854,5,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
on_machine_broken,115.39406948328126,,,,,,,,,
job_added_to_store,115.39406948328126,11,4.905798320809731,4.905798320809731,JobType.SOFTWARE_UPDATE,4,,,,
on_machine_broken,116.18310645480341,,,,,,,,,
job_added_to_store,116.18310645480341,12,49.63807744010443,49.63807744010443,JobType.ELECTRICAL_MAINTENANCE,3,,,,
job_added_to_store,116.18457917485998,5,4.8902133043544245,2.090213304354484,JobType.SOFTWARE_UPDATE,2,,,,
job_started,116.18457917485998,12,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
machine_part_completed,165.82265661493736,,,,,3,Machine 3,,,8
job_started,165.82265661493736,5,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
machine_part_completed,167.91286991928993,,,,,2,Machine 2,,,6
job_started,167.91286991928993,11,,,JobType.SOFTWARE_UPDATE,4,,0,Operator 0,
machine_part_completed,172.81866824009526,,,,,4,Machine 4,,,9
job_started,172.81866824009526,10,,,JobType.SOFTWARE_UPDATE,0,,0,Operator 0,
machine_part_completed,178.03385390990098,,,,,0,Machine 0,,,9
job_started,178.03385390990098,8,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
machine_part_completed,178.3275292756098,,,,,3,Machine 3,,,9
machine_part_completed,179.10841562643338,,,,,2,Machine 2,,,7
on_machine_broken,179.7658866135221,,,,,,,,,
job_added_to_store,179.7658866135221,13,13.35058095198213,13.35058095198213,JobType.MECHANICAL_MAINTENANCE,2,,,,
job_added_to_store,179.7738539098994,8,5.54222464903933,3.802224649039367,JobType.SOFTWARE_UPDATE,1,,,,
job_started,179.7738539098994,13,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
machine_part_completed,180.95300285767246,,,,,4,Machine 4,,,10
machine_part_completed,187.60370821954845,,,,,3,Machine 3,,,10
machine_part_completed,188.89528676056784,,,,,0,Machine 0,,,10
machine_part_completed,192.90215139444555,,,,,4,Machine 4,,,11
machine_part_completed,193.12443486186962,,,,,2,Machine 2,,,8
job_started,193.12443486186962,8,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
machine_part_completed,193.5423570704751,,,,,3,Machine 3,,,11
on_machine_broken,195.34424282258834,,,,,,,,,
job_added_to_store,195.34424282258834,14,9.360887282222267,9.360887282222267,JobType.ELECTRICAL_MAINTENANCE,2,,,,
job_added_to_store,195.3444348618676,8,5.54222464903933,1.582224649039405,JobType.SOFTWARE_UPDATE,1,,,,
job_started,195.3444348618676,14,,,JobType.ELECTRICAL_MAINTENANCE,2,,0,Operator 0,
on_machine_broken,197.44418267427477,,,,,,,,,
job_added_to_store,197.44418267427477,15,25.860396023953584,25.860396023953584,JobType.ELECTRICAL_MAINTENANCE,4,,,,
machine_part_completed,197.93451274289163,,,,,0,Machine 0,,,11
on_machine_broken,199.6291486398418,,,,,,,,,
job_added_to_store,199.6291486398418,16,4.761304767226072,4.761304767226072,JobType.SOFTWARE_UPDATE,0,,,,
machine_part_completed,199.97566966299794,,,,,3,Machine 3,,,12
machine_part_completed,204.70532214408152,,,,,2,Machine 2,,,9
job_started,204.70532214408152,15,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,208.79132350156587,,,,,3,Machine 3,,,13
machine_part_completed,214.1568503416682,,,,,2,Machine 2,,,10
machine_part_completed,220.43414244630736,,,,,3,Machine 3,,,14
machine_part_completed,225.45134979623236,,,,,2,Machine 2,,,11
machine_part_completed,226.10330901890367,,,,,3,Machine 3,,,15
machine_part_completed,230.56571816801033,,,,,4,Machine 4,,,12
job_started,230.56571816801033,8,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
machine_part_completed,232.1479428170483,,,,,1,Machine 1,,,6
job_started,232.1479428170483,16,,,JobType.SOFTWARE_UPDATE,0,,0,Operator 0,
on_machine_broken,232.83734213833904,,,,,,,,,
job_added_to_store,232.83734213833904,17,13.077811434902861,13.077811434902861,JobType.ELECTRICAL_MAINTENANCE,3,,,,
job_added_to_store,232.83794281704766,16,4.761304767226072,4.071304767226087,JobType.SOFTWARE_UPDATE,0,,,,
job_started,232.83794281704766,17,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
machine_part_completed,237.3267695113251,,,,,2,Machine 2,,,12
machine_part_completed,240.05597563832873,,,,,4,Machine 4,,,13
machine_part_completed,241.67389398507785,,,,,1,Machine 1,,,7
machine_part_completed,245.91575425193886,,,,,3,Machine 3,,,16
job_started,245.91575425193886,16,,,JobType.SOFTWARE_UPDATE,0,,0,Operator 0,
on_machine_broken,246.63000813524874,,,,,,,,,
job_added_to_store,246.63000813524874,18,11.15840636193222,11.15840636193222,JobType.ELECTRICAL_MAINTENANCE,1,,,,
job_added_to_store,246.6357542519382,16,4.761304767226072,3.351304767226102,JobType.SOFTWARE_UPDATE,0,,,,
job_started,246.6357542519382,18,,,JobType.ELECTRICAL_MAINTENANCE,1,,0,Operator 0,
machine_part_completed,250.34396128999015,,,,,2,Machine 2,,,13
machine_part_completed,250.67222439782526,,,,,4,Machine 4,,,14
on_machine_broken,253.4491296086211,,,,,,,,,
job_added_to_store,253.4491296086211,19,10.589539961660817,10.589539961660817,JobType.MECHANICAL_MAINTENANCE,2,,,,
machine_part_completed,253.94499578151311,,,,,3,Machine 3,,,17
machine_part_completed,257.7941606138605,,,,,1,Machine 1,,,8
job_started,257.7941606138605,19,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
on_machine_broken,258.05547224382127,,,,,,,,,
job_added_to_store,258.05547224382127,20,4.889561314467841,4.889561314467841,JobType.SOFTWARE_UPDATE,1,,,,
on_machine_broken,258.6771934929529,,,,,,,,,
job_added_to_store,258.6771934929529,21,9.512209652906721,9.512209652906721,JobType.MECHANICAL_MAINTENANCE,3,,,,
job_added_to_store,258.6841606138597,19,10.589539961660817,9.699539961660836,JobType.MECHANICAL_MAINTENANCE,2,,,,
job_started,258.6841606138597,21,,,JobType.MECHANICAL_MAINTENANCE,3,,0,Operator 0,
machine_part_completed,259.5574378052584,,,,,4,Machine 4,,,15
machine_part_completed,268.1963702667579,,,,,3,Machine 3,,,18
job_started,268.1963702667579,19,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
on_machine_broken,268.7473667700003,,,,,,,,,
job_added_to_store,268.7473667700003,22,28.924633830384746,28.924633830384746,JobType.ELECTRICAL_MAINTENANCE,4,,,,
job_added_to_store,268.7563702667574,19,10.589539961660817,9.139539961660848,JobType.MECHANICAL_MAINTENANCE,2,,,,
job_started,268.7563702667574,22,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,282.19131521726433,,,,,3,Machine 3,,,19
machine_part_completed,292.06424891864026,,,,,3,Machine 3,,,20
machine_part_completed,297.6810040971141,,,,,4,Machine 4,,,16
job_started,297.6810040971141,19,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
machine_part_completed,300.38724355970203,,,,,3,Machine 3,,,21
machine_part_completed,305.40106124876945,,,,,4,Machine 4,,,17
machine_part_completed,306.8205440587668,,,,,2,Machine 2,,,14
job_started,306.8205440587668,16,,,JobType.SOFTWARE_UPDATE,0,,0,Operator 0,
machine_part_completed,309.9153917492942,,,,,3,Machine 3,,,22
machine_part_completed,310.1718488259899,,,,,0,Machine 0,,,12
job_started,310.1718488259899,20,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
on_machine_broken,312.2943998167987,,,,,,,,,
job_added_to_store,312.2943998167987,23,13.471536958914198,13.471536958914198,JobType.ELECTRICAL_MAINTENANCE,3,,,,
job_added_to_store,312.301848825988,20,4.889561314467841,2.759561314467886,JobType.SOFTWARE_UPDATE,1,,,,
job_started,312.301848825988,23,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
on_machine_broken,313.5788800950819,,,,,,,,,
job_added_to_store,313.5788800950819,24,4.6697588328443365,4.6697588328443365,JobType.SOFTWARE_UPDATE,2,,,,
machine_part_completed,315.0182833206949,,,,,4,Machine 4,,,18
machine_part_completed,319.943404323098,,,,,0,Machine 0,,,13
machine_part_completed,325.77338578489014,,,,,3,Machine 3,,,23
job_started,325.77338578489014,20,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
machine_part_completed,325.93169851792675,,,,,4,Machine 4,,,19
machine_part_completed,328.5329470993555,,,,,1,Machine 1,,,9
job_started,328.5329470993555,24,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
on_machine_broken,330.51272079042025,,,,,,,,,
job_added_to_store,330.51272079042025,25,14.904359739855607,14.904359739855607,JobType.ELECTRICAL_MAINTENANCE,4,,,,
job_added_to_store,330.5129470993537,24,4.6697588328443365,2.6897588328443787,JobType.SOFTWARE_UPDATE,2,,,,
job_started,330.5129470993537,25,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,330.5998370530904,,,,,0,Machine 0,,,14
machine_part_completed,335.58466824428456,,,,,3,Machine 3,,,24
machine_part_completed,340.2342357028862,,,,,1,Machine 1,,,10
machine_part_completed,343.058643258571,,,,,0,Machine 0,,,15
machine_part_completed,345.41730683919604,,,,,4,Machine 4,,,20
job_started,345.41730683919604,24,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
machine_part_completed,345.55352663047194,,,,,3,Machine 3,,,25
on_machine_broken,346.80130248065416,,,,,,,,,
job_added_to_store,346.80130248065416,26,8.500087117404304,8.500087117404304,JobType.MECHANICAL_MAINTENANCE,1,,,,
job_added_to_store,346.8073068391948,24,4.6697588328443365,1.2997588328443925,JobType.SOFTWARE_UPDATE,2,,,,
job_started,346.8073068391948,26,,,JobType.MECHANICAL_MAINTENANCE,1,,0,Operator 0,
on_machine_broken,346.9055226314591,,,,,,,,,
job_added_to_store,346.9055226314591,27,21.197739917990337,21.197739917990337,JobType.ELECTRICAL_MAINTENANCE,4,,,,
job_added_to_store,346.9073068391947,26,8.500087117404304,8.400087117404306,JobType.MECHANICAL_MAINTENANCE,1,,,,
job_started,346.9073068391947,27,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,349.82034904185383,,,,,0,Machine 0,,,16
on_machine_broken,352.00956716279404,,,,,,,,,
job_added_to_store,352.00956716279404,28,5.583624754497723,5.583624754497723,JobType.SOFTWARE_UPDATE,0,,,,
on_machine_broken,355.10560546183564,,,,,,,,,
job_added_to_store,355.10560546183564,29,5.480828390701185,5.480828390701185,JobType.SOFTWARE_UPDATE,3,,,,
machine_part_completed,368.1050467571652,,,,,4,Machine 4,,,21
job_started,368.1050467571652,26,,,JobType.MECHANICAL_MAINTENANCE,1,,0,Operator 0,
on_machine_broken,368.8171663747061,,,,,,,,,
job_added_to_store,368.8171663747061,30,17.50996664279407,17.50996664279407,JobType.ELECTRICAL_MAINTENANCE,4,,,,
job_added_to_store,368.82504675716456,26,8.500087117404304,7.680087117404321,JobType.MECHANICAL_MAINTENANCE,1,,,,
job_started,368.82504675716456,30,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,386.3350133999428,,,,,4,Machine 4,,,22
job_started,386.3350133999428,26,,,JobType.MECHANICAL_MAINTENANCE,1,,0,Operator 0,
on_machine_broken,387.7020925653772,,,,,,,,,
job_added_to_store,387.7020925653772,31,19.00653046604767,19.00653046604767,JobType.ELECTRICAL_MAINTENANCE,4,,,,
job_added_to_store,387.70501339994155,26,8.500087117404304,6.3100871174043505,JobType.MECHANICAL_MAINTENANCE,1,,,,
job_started,387.70501339994155,31,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
machine_part_completed,406.71154386597175,,,,,4,Machine 4,,,23
job_started,406.71154386597175,26,,,JobType.MECHANICAL_MAINTENANCE,1,,0,Operator 0,
on_machine_broken,410.770863124813,,,,,,,,,
job_added_to_store,410.770863124813,32,4.317785655994389,4.317785655994389,JobType.SOFTWARE_UPDATE,4,,,,
machine_part_completed,413.02163098337047,,,,,1,Machine 1,,,11
job_started,413.02163098337047,24,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
machine_part_completed,414.3213898162137,,,,,2,Machine 2,,,15
job_started,414.3213898162137,32,,,JobType.SOFTWARE_UPDATE,4,,0,Operator 0,
machine_part_completed,418.6391754722042,,,,,4,Machine 4,,,24
job_started,418.6391754722042,29,,,JobType.SOFTWARE_UPDATE,3,,0,Operator 0,
on_machine_broken,421.6322569155234,,,,,,,,,
job_added_to_store,421.6322569155234,33,10.521896322964686,10.521896322964686,JobType.MECHANICAL_MAINTENANCE,2,,,,
job_added_to_store,421.6391754722015,29,5.480828390701185,2.480828390701249,JobType.SOFTWARE_UPDATE,3,,,,
job_started,421.6391754722015,33,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
machine_part_completed,422.2520408147608,,,,,1,Machine 1,,,12
on_machine_broken,425.52485769889006,,,,,,,,,
job_added_to_store,425.52485769889006,34,4.678935614251743,4.678935614251743,JobType.SOFTWARE_UPDATE,1,,,,
machine_part_completed,429.93748350185444,,,,,4,Machine 4,,,25
machine_part_completed,432.1610717951568,,,,,2,Machine 2,,,16
job_started,432.1610717951568,29,,,JobType.SOFTWARE_UPDATE,3,,0,Operator 0,
on_machine_broken,433.321320167775,,,,,,,,,
job_added_to_store,433.321320167775,35,10.957267284305864,10.957267284305864,JobType.MECHANICAL_MAINTENANCE,2,,,,
job_added_to_store,433.3310717951557,29,5.480828390701185,1.3108283907012586,JobType.SOFTWARE_UPDATE,3,,,,
job_started,433.3310717951557,35,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
machine_part_completed,440.90561775379143,,,,,4,Machine 4,,,26
machine_part_completed,444.2883390794518,,,,,2,Machine 2,,,17
job_started,444.2883390794518,29,,,JobType.SOFTWARE_UPDATE,3,,0,Operator 0,
machine_part_completed,445.5991674701519,,,,,3,Machine 3,,,26
job_started,445.5991674701519,34,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
machine_part_completed,449.6132716609265,,,,,4,Machine 4,,,27
machine_part_completed,450.27810308439945,,,,,1,Machine 1,,,13
job_started,450.27810308439945,28,,,JobType.SOFTWARE_UPDATE,0,,0,Operator 0,
machine_part_completed,452.3867088131192,,,,,2,Machine 2,,,18
on_machine_broken,452.8701710224863,,,,,,,,,
job_added_to_store,452.8701710224863,36,14.052748671012646,14.052748671012646,JobType.ELECTRICAL_MAINTENANCE,3,,,,
job_added_to_store,452.8781030843971,28,5.583624754497723,2.9836247544977788,JobType.SOFTWARE_UPDATE,0,,,,
job_started,452.8781030843971,36,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
machine_part_completed,457.6197582755649,,,,,4,Machine 4,,,28
on_machine_broken,461.2165847028105,,,,,,,,,
job_added_to_store,461.2165847028105,37,18.46007601394758,18.46007601394758,JobType.ELECTRICAL_MAINTENANCE,1,,,,
machine_part_completed,461.28964661426477,,,,,2,Machine 2,,,19
machine_part_completed,466.9308517553972,,,,,3,Machine 3,,,27
job_started,466.9308517553972,37,,,JobType.ELECTRICAL_MAINTENANCE,1,,0,Operator 0,
machine_part_completed,468.1930003614745,,,,,4,Machine 4,,,29
machine_part_completed,470.3017123136165,,,,,2,Machine 2,,,20
on_machine_broken,475.0322198286666,,,,,,,,,
job_added_to_store,475.0322198286666,38,16.95428341626036,16.95428341626036,JobType.ELECTRICAL_MAINTENANCE,2,,,,
machine_part_completed,476.92336278030314,,,,,4,Machine 4,,,30
machine_part_completed,481.2613650671749,,,,,3,Machine 3,,,28
machine_part_completed,485.3909277693279,,,,,1,Machine 1,,,14
job_started,485.3909277693279,38,,,JobType.ELECTRICAL_MAINTENANCE,2,,0,Operator 0,
on_machine_broken,485.53429216264874,,,,,,,,,
job_added_to_store,485.53429216264874,39,15.361932626979272,15.361932626979272,JobType.ELECTRICAL_MAINTENANCE,3,,,,
job_added_to_store,485.54092776932777,38,16.95428341626036,16.804283416260336,JobType.ELECTRICAL_MAINTENANCE,2,,,,
job_started,485.54092776932777,39,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
machine_part_completed,488.60048992836005,,,,,4,Machine 4,,,31
on_machine_broken,492.9827837896362,,,,,,,,,
job_added_to_store,492.9827837896362,40,14.222153236467586,14.222153236467586,JobType.ELECTRICAL_MAINTENANCE,4,,,,
machine_part_completed,498.2504172076065,,,,,1,Machine 1,,,15
machine_part_completed,500.90286039629336,,,,,3,Machine 3,,,29
job_started,500.90286039629336,40,,,JobType.ELECTRICAL_MAINTENANCE,4,,0,Operator 0,
on_machine_broken,504.75061902032473,,,,,,,,,
job_added_to_store,504.75061902032473,41,4.7999766017839764,4.7999766017839764,JobType.SOFTWARE_UPDATE,1,,,,
machine_part_completed,509.6387087881292,,,,,3,Machine 3,,,30
on_machine_broken,513.2182649522928,,,,,,,,,
job_added_to_store,513.2182649522928,42,14.366941437898175,14.366941437898175,JobType.ELECTRICAL_MAINTENANCE,3,,,,
machine_part_completed,515.1250136327483,,,,,4,Machine 4,,,32
job_started,515.1250136327483,42,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
on_machine_broken,516.2020192452285,,,,,,,,,
job_added_to_store,516.2020192452285,43,9.860563284040973,9.860563284040973,JobType.MECHANICAL_MAINTENANCE,4,,,,
machine_part_completed,529.4919550706337,,,,,3,Machine 3,,,31
job_started,529.4919550706337,38,,,JobType.ELECTRICAL_MAINTENANCE,2,,0,Operator 0,
on_machine_broken,531.5046569516187,,,,,,,,,
job_added_to_store,531.5046569516187,44,20.337210654704368,20.337210654704368,JobType.ELECTRICAL_MAINTENANCE,3,,,,
machine_part_completed,546.2962384868789,,,,,2,Machine 2,,,21
job_started,546.2962384868789,44,,,JobType.ELECTRICAL_MAINTENANCE,3,,0,Operator 0,
machine_part_completed,552.3825263677935,,,,,2,Machine 2,,,22
machine_part_completed,558.3096480084905,,,,,2,Machine 2,,,23
on_machine_broken,559.7779721137766,,,,,,,,,
job_added_to_store,559.7779721137766,45,8.472806929058226,8.472806929058226,JobType.MECHANICAL_MAINTENANCE,2,,,,
machine_part_completed,566.6334491415644,,,,,3,Machine 3,,,32
job_started,566.6334491415644,45,,,JobType.MECHANICAL_MAINTENANCE,2,,0,Operator 0,
on_machine_broken,567.7516646028284,,,,,,,,,
job_added_to_store,567.7516646028284,46,4.51512193125975,4.51512193125975,JobType.SOFTWARE_UPDATE,3,,,,
machine_part_completed,575.106256070615,,,,,2,Machine 2,,,24
job_started,575.106256070615,43,,,JobType.MECHANICAL_MAINTENANCE,4,,0,Operator 0,
on_machine_broken,575.3553282241855,,,,,,,,,
job_added_to_store,575.3553282241855,47,4.580964238734048,4.580964238734048,JobType.SOFTWARE_UPDATE,2,,,,
machine_part_completed,584.9668193546472,,,,,4,Machine 4,,,33
job_started,584.9668193546472,28,,,JobType.SOFTWARE_UPDATE,0,,0,Operator 0,
machine_part_completed,587.9504441091423,,,,,0,Machine 0,,,17
job_started,587.9504441091423,46,,,JobType.SOFTWARE_UPDATE,3,,0,Operator 0,
machine_part_completed,592.465566040398,,,,,3,Machine 3,,,33
job_started,592.465566040398,47,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
on_machine_broken,595.7761602443904,,,,,,,,,
job_added_to_store,595.7761602443904,48,9.959020207722121,9.959020207722121,JobType.MECHANICAL_MAINTENANCE,3,,,,
job_added_to_store,595.785566040395,47,4.580964238734048,1.2609642387341027,JobType.SOFTWARE_UPDATE,2,,,,
job_started,595.785566040395,48,,,JobType.MECHANICAL_MAINTENANCE,3,,0,Operator 0,
on_machine_broken,597.5867472106588,,,,,,,,,
job_added_to_store,597.5867472106588,49,10.24595918281119,10.24595918281119,JobType.MECHANICAL_MAINTENANCE,0,,,,
machine_part_completed,599.1670215202254,,,,,4,Machine 4,,,34
machine_part_completed,605.7445862481082,,,,,3,Machine 3,,,34
job_started,605.7445862481082,49,,,JobType.MECHANICAL_MAINTENANCE,0,,0,Operator 0,
machine_part_completed,606.8759993685935,,,,,4,Machine 4,,,35
machine_part_completed,614.2324838703876,,,,,3,Machine 3,,,35
machine_part_completed,615.2726760895232,,,,,4,Machine 4,,,36
machine_part_completed,615.9905454309103,,,,,0,Machine 0,,,18
job_started,615.9905454309103,47,,,JobType.SOFTWARE_UPDATE,2,,0,Operator 0,
machine_part_completed,617.2515096696433,,,,,2,Machine 2,,,25
job_started,617.2515096696433,41,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
on_machine_broken,617.8832780329863,,,,,,,,,
job_added_to_store,617.8832780329863,50,16.989263550461455,16.989263550461455,JobType.ELECTRICAL_MAINTENANCE,0,,,,
job_added_to_store,617.8915096696427,41,4.7999766017839764,4.15997660178399,JobType.SOFTWARE_UPDATE,1,,,,
job_started,617.8915096696427,50,,,JobType.ELECTRICAL_MAINTENANCE,0,,0,Operator 0,
machine_part_completed,623.9928809907525,,,,,3,Machine 3,,,36
machine_part_completed,624.6585752566882,,,,,4,Machine 4,,,37
machine_part_completed,630.27859253537,,,,,2,Machine 2,,,26
machine_part_completed,633.6466112996494,,,,,3,Machine 3,,,37
machine_part_completed,634.8807732200888,,,,,0,Machine 0,,,19
job_started,634.8807732200888,41,,,JobType.SOFTWARE_UPDATE,1,,0,Operator 0,
on_machine_broken,635.1969023835571,,,,,,,,,
job_added_to_store,635.1969023835571,51,14.581924903183191,14.581924903183191,JobType.MECHANICAL_MAINTENANCE,4,,,,
job_added_to_store,635.2007732200885,41,4.7999766017839764,3.839976601783997,JobType.SOFTWARE_UPDATE,1,,,,
job_started,635.2007732200885,51,,,JobType.MECHANICAL_MAINTENANCE,4,,0,Operator 0,
on_machine_broken,636.3352221822546,,,,,,,,,
job_added_to_store,636.3352221822546,52,4.898797610666373,4.898797610666373,JobType.SOFTWARE_UPDATE,3,,,,
machine_part_completed,638.93150004634,,,,,2,Machine 2,,,27
on_machine_broken,644.3896669541821,,,,,,,,,
job_added_to_store,644.3896669541821,53,13.081750598825499,13.081750598825499,JobType.MECHANICAL_MAINTENANCE,0,,,,
machine_part_completed,647.4226555347076,,,,,2,Machine 2,,,28
on_machine_broken,649.0027517132872,,,,,,,,,
job_added_to_store,649.0027517132872,54,14.68958179950538,14.68958179950538,JobType.MECHANICAL_MAINTENANCE,2,,,,
machine_part_completed,649.7826981232587,,,,,4,Machine 4,,,38
job_started,649.7826981232587,53,,,JobType.MECHANICAL_MAINTENANCE,0,,0,Operator 0,
on_machine_broken,659.3383480993642,,,,,,,,,
